order_id,order_timestamp,order_date,user_id,r_id,restaurant_city,cuisine,items_count,sales_qty,subtotal,discount,delivery_fee,gst,sales_amount,currency,payment_method,order_status,customer_rating,delivery_time_min
5906,2026-04-13 18:16:24,2026-04-13,44196,324615,"Ruby Area,Kolkata","Snacks,Chaat",3,4,576,0,15,29,620,INR,NetBanking,Delivered,,26.0
5907,2025-08-28 17:13:19,2025-08-28,58937,283732,Rajapalayam,Chinese,4,5,1145,0,0,57,1202,INR,Card,Delivered,,42.0
5908,2026-06-12 09:27:20,2026-06-12,55487,2864,"Jayanagar,Bangalore","Italian,Pizzas",1,2,336,0,0,17,353,INR,UPI,Delivered,,33.0
5909,2024-02-03 21:23:23,2024-02-03,19075,238806,"Koramangala,Bangalore",Beverages,1,1,180,45,20,9,164,INR,UPI,Delivered,4.0,18.0
5910,2026-05-23 13:09:55,2026-05-23,84288,471499,"T Nagar,Chennai","North Indian,South Indian",6,8,1788,503,49,89,1423,INR,UPI,Delivered,4.0,36.0
5911,2024-12-18 12:53:20,2024-12-18,32173,27501,"Banjara Hills,Hyderabad","Pizzas,Snacks",3,3,304,0,35,15,354,INR,UPI,Delivered,3.0,51.0
5912,2024-06-10 09:05:26,2024-06-10,14644,34401,Bikaner,"North Indian,Chinese",1,1,79,0,49,4,132,INR,Card,Delivered,,8.0
5913,2024-06-01 21:33:40,2024-06-01,72676,320269,"Jasola,Delhi","Healthy Food,Snacks",2,3,975,0,0,49,1024,INR,UPI,Delivered,4.0,32.0
5914,2024-11-17 21:35:13,2024-11-17,80828,504673,"Navrangpura,Ahmedabad","Bakery,Desserts",4,4,776,0,20,39,835,INR,UPI,Delivered,3.0,36.0
5915,2024-12-11 19:13:39,2024-12-11,23966,411637,"Mulund,Mumbai",Indian,3,4,766,278,20,38,546,INR,Card,Delivered,3.0,38.0
5916,2025-12-26 20:05:12,2025-12-26,12203,155263,Gudivada,"Biryani,Tandoor",1,1,152,32,0,8,128,INR,UPI,Delivered,,30.0
5917,2026-06-28 10:39:41,2026-06-28,82108,436953,"NSP,Delhi","North Indian,Chinese",1,1,148,0,25,7,180,INR,COD,Delivered,,12.0
5918,2025-11-11 09:13:02,2025-11-11,90894,389835,Nellore,Ice Cream,1,1,248,0,25,12,285,INR,Card,Delivered,4.0,27.0
5919,2024-07-23 12:34:32,2024-07-23,45101,154506,Central-goa,"Indian,Chinese",2,2,360,0,20,18,398,INR,Card,Delivered,3.0,44.0
5920,2026-05-09 13:23:02,2026-05-09,5870,250072,"South Kolkata,Kolkata","Chinese,North Indian",2,3,527,187,25,26,391,INR,UPI,Delivered,4.0,38.0
5921,2024-01-22 14:26:34,2024-01-22,50127,337788,Sirsa,"Fast Food,Snacks",2,3,210,0,35,10,255,INR,UPI,Cancelled,,
5922,2024-09-17 19:57:41,2024-09-17,84835,551052,"Chandkheda,Ahmedabad",Fast Food,3,3,589,175,35,29,478,INR,UPI,Delivered,4.0,21.0
5923,2026-05-05 23:38:49,2026-05-05,88074,262267,"Kondapur,Hyderabad","Healthy Food,Juices",4,6,663,0,0,33,696,INR,UPI,Delivered,3.0,14.0
5924,2025-08-14 23:40:42,2025-08-14,36539,44462,"Koramangala,Bangalore",Desserts,1,1,75,0,35,4,114,INR,UPI,Delivered,,42.0
5925,2026-04-23 13:42:04,2026-04-23,54644,515985,Guntur,"Ice Cream,Beverages",2,2,372,44,15,19,362,INR,Card,Delivered,3.0,32.0
5926,2025-03-30 19:30:29,2025-03-30,92351,122152,North-goa,Indian,2,2,832,0,15,42,889,INR,UPI,Delivered,,35.0
5927,2024-04-21 14:45:14,2024-04-21,88248,49310,"Attapur,Hyderabad",North Indian,3,4,345,128,20,17,254,INR,COD,Delivered,5.0,19.0
5928,2026-03-29 13:20:41,2026-03-29,10446,63788,"Vijay Nagar,Indore","Thalis,North Indian",3,3,387,115,0,19,291,INR,UPI,Delivered,4.0,41.0
5929,2025-05-24 20:25:43,2025-05-24,81991,90852,"Magarpatta,Pune","Chinese,Asian",1,1,199,0,0,10,209,INR,Wallet,Delivered,5.0,31.0
5930,2025-01-19 20:15:20,2025-01-19,12516,489113,Cuddalore,South Indian,2,2,184,0,0,9,193,INR,UPI,Refunded,,
5931,2025-04-26 10:42:50,2025-04-26,89962,503615,"Frazer Town,Bangalore","Biryani,Indian",2,2,116,0,15,6,137,INR,UPI,Delivered,,44.0
5932,2025-01-16 16:11:31,2025-01-16,94827,311780,"GTB Nagar,Delhi",Indian,2,2,625,0,0,31,656,INR,UPI,Delivered,,32.0
5933,2025-08-22 17:20:42,2025-08-22,51311,193799,"Zirakpur,Chandigarh",North Indian,2,2,136,43,20,7,120,INR,Wallet,Delivered,5.0,26.0
5934,2026-02-25 21:40:15,2026-02-25,49730,468449,Rohtak,"Sweets,Snacks",3,3,332,0,0,17,349,INR,Card,Delivered,4.0,22.0
5935,2024-09-08 19:37:42,2024-09-08,47815,328140,Ujjain,"Fast Food,Snacks",2,3,510,0,25,26,561,INR,UPI,Delivered,5.0,29.0
5936,2025-06-20 13:13:31,2025-06-20,26572,147918,Tumakuru,"Tandoor,Biryani",1,1,199,0,20,10,229,INR,UPI,Delivered,4.0,36.0
5937,2025-10-31 01:43:11,2025-10-31,64896,81232,Patna,"American,Snacks",1,1,220,0,0,11,231,INR,UPI,Delivered,,42.0
5938,2026-03-11 13:13:48,2026-03-11,62869,400087,"Benz Circle and Auto Nagar,Vijayawada","Indian,Desserts",3,4,673,130,20,34,597,INR,COD,Delivered,4.0,8.0
5939,2024-01-11 19:27:17,2024-01-11,11406,394416,Raiganj,Biryani,2,2,186,26,35,9,204,INR,COD,Delivered,5.0,40.0
5940,2025-03-16 13:38:42,2025-03-16,69841,452445,"Alwal,Hyderabad","North Indian,Indian",2,2,474,84,25,24,439,INR,COD,Delivered,4.0,29.0
5941,2025-09-14 13:46:42,2025-09-14,68449,74132,Mangaluru,Pizzas,4,5,732,253,0,37,516,INR,COD,Delivered,5.0,44.0
5942,2025-07-08 12:32:52,2025-07-08,18475,286759,"Malviya Nagar,Delhi","North Indian,Mughlai",2,3,637,0,20,32,689,INR,Wallet,Delivered,5.0,32.0
5943,2025-06-11 12:24:45,2025-06-11,99251,134976,"Yelahanka,Bangalore","South Indian,Chinese",4,5,428,0,15,21,464,INR,Wallet,Delivered,,12.0
5944,2025-04-11 20:17:43,2025-04-11,78187,406070,"Himayath Nagar,Hyderabad",Healthy Food,1,1,168,42,35,8,169,INR,COD,Delivered,5.0,43.0
5945,2025-10-10 13:35:06,2025-10-10,61670,571803,Bikaner,"North Indian,Snacks",6,7,1296,0,0,65,1361,INR,UPI,Delivered,4.0,43.0
5946,2024-10-23 19:20:10,2024-10-23,81687,95777,"Aminabad,Lucknow","North Indian,Biryani",4,4,590,0,35,30,655,INR,UPI,Delivered,3.0,23.0
5947,2026-06-27 21:39:55,2026-06-27,90630,145479,"Ashok Vihar,Delhi","Chinese,Thai",4,7,1474,0,0,74,1548,INR,Wallet,Delivered,4.0,39.0
5948,2026-05-26 21:32:36,2026-05-26,85712,30938,"Tarnaka, Nacharam & Malkajigiri,Hyderabad","Fast Food,Chinese",3,4,1550,0,35,78,1663,INR,UPI,Delivered,,26.0
5949,2025-01-08 18:32:10,2025-01-08,7922,125872,"Connaught Place,Delhi","North Indian,Indian",2,3,1565,570,25,78,1098,INR,UPI,Delivered,4.0,39.0
5950,2025-09-19 14:13:13,2025-09-19,66273,153962,"Naranpura,Ahmedabad",Snacks,5,6,335,89,0,17,263,INR,UPI,Delivered,4.0,35.0
5951,2026-04-02 14:21:29,2026-04-02,93843,486281,Tirunelveli,Lebanese,2,2,483,189,0,24,318,INR,UPI,Delivered,5.0,36.0
5952,2026-04-05 18:41:36,2026-04-05,94600,121642,Solapur,Chinese,1,1,116,0,20,6,142,INR,UPI,Delivered,,16.0
5953,2026-04-16 13:14:08,2026-04-16,59497,347709,"Gomti Nagar,Lucknow",Snacks,2,2,141,0,0,7,148,INR,Card,Delivered,5.0,17.0
5954,2026-06-09 12:50:27,2026-06-09,77228,30993,"JP Nagar,Bangalore","Andhra,Biryani",2,2,395,0,0,20,415,INR,UPI,Delivered,,17.0
5955,2025-12-11 16:24:43,2025-12-11,80021,507817,Theni,Bakery,1,2,164,0,0,8,172,INR,Card,Refunded,,
5956,2025-09-14 20:08:23,2025-09-14,33441,571003,"Tarnaka, Nacharam & Malkajigiri,Hyderabad","Biryani,Indian",2,2,251,0,25,13,289,INR,Card,Delivered,4.0,39.0
5957,2024-08-21 14:45:50,2024-08-21,62634,321407,"Ashok Vihar,Delhi","North Indian,Biryani",3,4,206,0,0,10,216,INR,COD,Delivered,4.0,35.0
5958,2026-06-20 16:24:27,2026-06-20,88233,290093,"Nanakramguda,Hyderabad","Indian,Chinese",3,3,3054,0,25,153,3232,INR,COD,Delivered,4.0,26.0
5959,2026-04-27 20:57:14,2026-04-27,70328,385031,Proddatur,"Bakery,Desserts",1,1,151,0,15,8,174,INR,UPI,Delivered,4.0,10.0
5960,2024-12-12 15:19:25,2024-12-12,29979,403545,"Santoshpur,Kolkata","Pizzas,Italian",2,2,299,0,25,15,339,INR,Card,Delivered,,40.0
5961,2025-09-12 08:32:48,2025-09-12,75977,36290,"Alipore,Kolkata","Chinese,Fast Food",2,3,364,0,0,18,382,INR,UPI,Delivered,4.0,25.0
5962,2024-04-20 00:22:02,2024-04-20,77691,241245,Budaun,"Indian,Mughlai",1,1,87,0,0,4,91,INR,COD,Delivered,,27.0
5963,2026-01-09 18:47:13,2026-01-09,94733,51262,"Kanakapura Road,Bangalore","Chinese,Desserts",3,3,410,140,25,20,315,INR,UPI,Delivered,,27.0
5964,2025-05-30 14:17:01,2025-05-30,58770,394708,"Mulund,Mumbai","South Indian,Desserts",4,4,600,160,25,30,495,INR,UPI,Delivered,2.0,31.0
5965,2025-05-06 16:01:12,2025-05-06,30022,155792,Hisar,"Pizzas,Italian-American",1,1,217,0,49,11,277,INR,UPI,Delivered,5.0,52.0
5966,2026-05-13 14:05:56,2026-05-13,61618,486732,Phagwara,"Pizzas,Italian",1,1,95,0,0,5,100,INR,UPI,Cancelled,,
5967,2025-09-27 09:51:29,2025-09-27,57294,151938,Sikar,"North Indian,Desserts",2,2,217,0,20,11,248,INR,UPI,Delivered,5.0,23.0
5968,2026-06-18 13:04:36,2026-06-18,25738,125156,"PCMC,Pune",Indian,3,4,566,0,25,28,619,INR,UPI,Delivered,4.0,20.0
5969,2026-03-07 14:01:11,2026-03-07,63386,159255,"Banjara Hills,Hyderabad","Turkish,Arabian",3,4,351,0,25,18,394,INR,Card,Delivered,5.0,21.0
5970,2024-08-17 22:31:34,2024-08-17,57398,210549,"South Campus,Delhi","Chinese,Fast Food",2,2,186,69,49,9,175,INR,UPI,Delivered,,37.0
5971,2026-04-24 17:22:18,2026-04-24,71564,490450,Trichy,Arabian,2,2,351,0,0,18,369,INR,UPI,Delivered,3.0,20.0
5972,2024-11-19 20:16:50,2024-11-19,86043,348147,"GTB Nagar,Delhi","Indian,Snacks",2,3,353,0,35,18,406,INR,Wallet,Delivered,4.0,33.0
5973,2024-12-19 19:12:09,2024-12-19,69230,563960,"Panchkula,Chandigarh","Chinese,Fast Food",3,5,340,110,0,17,247,INR,Card,Delivered,2.0,17.0
5974,2026-05-07 13:07:11,2026-05-07,81409,177849,Anand,"Chinese,North Indian",6,8,1139,0,25,57,1221,INR,Card,Delivered,3.0,45.0
5975,2024-06-22 23:32:16,2024-06-22,31146,542332,"MVP Colony,Vizag",Beverages,1,1,96,0,15,5,116,INR,Wallet,Delivered,5.0,18.0
5976,2025-09-07 10:43:39,2025-09-07,1770,403449,"South Mohali,Chandigarh","Chinese,Combo",3,4,387,0,0,19,406,INR,COD,Delivered,,32.0
5977,2024-01-17 13:56:49,2024-01-17,27736,502017,"Vanasthalipuram,Hyderabad","Beverages,Snacks",2,2,242,0,25,12,279,INR,Wallet,Delivered,4.0,10.0
5978,2026-01-12 19:50:12,2026-01-12,6798,384291,Moga,Pizzas,3,5,1261,0,20,63,1344,INR,Wallet,Delivered,4.0,22.0
5979,2025-08-23 11:11:27,2025-08-23,11590,81393,"Attapur,Hyderabad","North Indian,Chinese",2,4,789,0,20,39,848,INR,Card,Delivered,5.0,18.0
5980,2026-03-09 13:05:06,2026-03-09,86527,525697,Saharsa,"North Indian,Chinese",1,1,126,46,15,6,101,INR,UPI,Delivered,3.0,22.0
5981,2026-03-23 20:29:15,2026-03-23,81792,60303,"Central Kolkata,Kolkata","Chinese,North Indian",3,3,510,0,15,26,551,INR,UPI,Refunded,,
5982,2025-02-23 14:39:28,2025-02-23,2142,523931,"Sanjay Nagar, New BEL Road,Bangalore","Italian,Pastas",1,1,284,0,49,14,347,INR,UPI,Delivered,5.0,34.0
5983,2024-10-18 11:53:04,2024-10-18,53229,377133,"Arekere,Bangalore","Ice Cream,Desserts",3,3,504,104,20,25,445,INR,UPI,Delivered,4.0,35.0
5984,2024-09-08 20:25:05,2024-09-08,41473,174174,"JP Nagar,Bangalore","Continental,North Indian",2,2,222,0,15,11,248,INR,UPI,Delivered,5.0,36.0
5985,2025-09-19 13:16:23,2025-09-19,27278,335013,"Laxmi Nagar,Delhi","North Indian,South Indian",2,4,340,0,0,17,357,INR,UPI,Delivered,4.0,20.0
5986,2025-12-18 19:04:33,2025-12-18,12026,60589,"Mahindra World City,Chennai","North Indian,Chinese",2,2,266,0,15,13,294,INR,Card,Delivered,4.0,24.0
5987,2026-03-23 12:25:05,2026-03-23,73627,29087,"Madhapur,Hyderabad","Biryani,Chinese",1,1,108,0,0,5,113,INR,UPI,Delivered,,39.0
5988,2024-10-31 10:04:35,2024-10-31,17831,87220,Bareilly,"North Indian,Mughlai",1,1,134,0,35,7,176,INR,Wallet,Delivered,5.0,8.0
5989,2026-06-05 21:48:22,2026-06-05,34435,335321,"Electronic City,Bangalore",Ice Cream,2,3,249,0,25,12,286,INR,Card,Delivered,4.0,29.0
5990,2025-02-23 18:59:57,2025-02-23,19232,337747,"Salt Lake,Kolkata","Tibetan,Chinese",3,5,907,192,15,45,775,INR,Card,Delivered,,46.0
5991,2025-06-29 22:48:12,2025-06-29,18741,460130,Chittorgarh,"Kebabs,Afghani",1,1,191,0,20,10,221,INR,Wallet,Delivered,4.0,11.0
5992,2025-11-26 21:47:40,2025-11-26,54720,317848,"Ramanathapuram,Coimbatore",Indian,1,1,100,0,25,5,130,INR,UPI,Delivered,4.0,16.0
5993,2024-05-14 20:05:10,2024-05-14,30515,536015,"Sanjay Nagar, New BEL Road,Bangalore",Fast Food,2,2,415,136,0,21,300,INR,Card,Delivered,,25.0
5994,2025-11-29 15:40:53,2025-11-29,18312,344221,"Raj Nagar,Noida","Tandoor,North Indian",1,1,78,24,25,4,83,INR,UPI,Delivered,4.0,29.0
5995,2024-03-17 09:45:28,2024-03-17,83178,482367,Dhule,"North Indian,Chinese",4,4,720,0,0,36,756,INR,UPI,Delivered,5.0,23.0
5996,2025-01-09 23:02:23,2025-01-09,69292,440510,"Madhapur,Hyderabad","Indian,Biryani",3,3,980,266,49,49,812,INR,Card,Delivered,4.0,12.0
5997,2026-01-01 21:21:44,2026-01-01,26226,565683,"Jayanagar,Bangalore","North Indian,South Indian",1,1,143,0,20,7,170,INR,Card,Delivered,5.0,21.0
5998,2025-12-30 00:39:24,2025-12-30,96984,568685,"Mylapore,Chennai","Beverages,Juices",1,1,138,0,15,7,160,INR,Wallet,Cancelled,,
5999,2026-04-04 12:20:41,2026-04-04,2539,78169,North-goa,"Pizzas,American",3,4,606,73,35,30,598,INR,COD,Delivered,,52.0
6000,2024-10-22 07:53:31,2024-10-22,4021,37941,"Vastrapur,Ahmedabad","American,Snacks",5,5,1860,0,25,93,1978,INR,UPI,Delivered,4.0,39.0
6001,2024-05-30 20:04:27,2024-05-30,63131,229390,"Koramangala,Bangalore","Bakery,Desserts",2,3,307,0,15,15,337,INR,COD,Delivered,4.0,33.0
6002,2025-05-15 10:01:22,2025-05-15,19754,59993,"Maninagar,Ahmedabad","Fast Food,Snacks",4,4,107,23,35,5,124,INR,UPI,Delivered,5.0,31.0
6003,2025-07-05 10:26:33,2025-07-05,48031,391825,"Gachibowli,Hyderabad","Chinese,North Indian",1,1,70,0,20,4,94,INR,UPI,Delivered,2.0,8.0
6004,2024-04-27 13:07:03,2024-04-27,72583,64518,"HSR,Bangalore",South Indian,2,3,327,0,15,16,358,INR,COD,Delivered,5.0,32.0
6005,2025-08-27 19:05:36,2025-08-27,86305,408172,"Dwarka Nagar,Vizag","Beverages,Ice Cream",2,2,262,0,20,13,295,INR,NetBanking,Delivered,4.0,31.0
6006,2024-04-18 19:56:18,2024-04-18,97394,180446,Erode,South Indian,2,2,243,0,35,12,290,INR,COD,Delivered,4.0,21.0
6007,2026-05-25 19:36:39,2026-05-25,56737,417446,"Marathahalli,Bangalore",Chinese,3,4,733,199,35,37,606,INR,UPI,Delivered,5.0,45.0
6008,2026-06-19 15:57:38,2026-06-19,48905,47812,"Nungambakkam,Chennai","Desserts,Beverages",1,1,153,54,15,8,122,INR,Card,Delivered,,8.0
6009,2024-06-05 08:55:07,2024-06-05,74811,483131,"Kompally,Hyderabad","North Indian,Kebabs",2,4,662,0,49,33,744,INR,Wallet,Delivered,2.0,34.0
6010,2025-06-14 13:33:36,2025-06-14,98172,512749,"Madhapur,Hyderabad",North Indian,2,2,394,0,0,20,414,INR,UPI,Delivered,4.0,34.0
6011,2026-03-14 20:11:05,2026-03-14,37264,26519,"Howrah,Kolkata","Desserts,Bakery",2,2,447,0,0,22,469,INR,UPI,Delivered,4.0,38.0
6012,2026-02-20 07:49:58,2026-02-20,83801,469040,"Koramangala,Bangalore","Chinese,Italian",3,3,897,0,0,45,942,INR,Card,Delivered,5.0,30.0
6013,2024-04-05 17:59:49,2024-04-05,37094,459274,Kanpur,"Street Food,South Indian",2,2,195,0,25,10,230,INR,UPI,Delivered,5.0,32.0
6014,2025-07-27 19:13:06,2025-07-27,3779,361804,"Annanagar,Chennai","Pizzas,Italian",1,1,435,0,20,22,477,INR,UPI,Delivered,3.0,33.0
6015,2024-11-22 12:14:31,2024-11-22,24587,350736,Rudrapur,"Bakery,Desserts",3,4,501,80,15,25,461,INR,UPI,Delivered,,19.0
6016,2025-04-30 14:43:33,2025-04-30,40919,467153,"Chinar Park,Kolkata","North Indian,Tandoor",2,3,714,0,25,36,775,INR,UPI,Delivered,,38.0
6017,2024-06-11 10:19:29,2024-06-11,90832,355754,"Gachibowli,Hyderabad","Ice Cream,Desserts",2,2,181,32,35,9,193,INR,Wallet,Delivered,4.0,41.0
6018,2025-11-10 17:16:55,2025-11-10,6439,97755,"BRS Nagar,Ludhiana","Snacks,Fast Food",2,2,329,0,25,16,370,INR,Card,Delivered,4.0,26.0
6019,2025-07-01 18:38:41,2025-07-01,3305,567913,Raipur,Indian,1,1,218,0,15,11,244,INR,UPI,Delivered,,44.0
6020,2025-01-09 09:12:50,2025-01-09,5987,381809,"Garia,Kolkata","Chinese,North Indian",1,1,183,0,15,9,207,INR,UPI,Delivered,,43.0
6021,2024-07-02 20:14:55,2024-07-02,87598,503186,Wardha,"Beverages,Snacks",5,7,1314,312,0,66,1068,INR,NetBanking,Delivered,4.0,31.0
6022,2024-03-01 07:23:33,2024-03-01,54086,561595,"Geddalahalli,Bangalore","Waffle,Ice Cream",1,1,150,0,15,8,173,INR,UPI,Delivered,5.0,8.0
6023,2026-06-27 22:50:40,2026-06-27,7920,311198,"Lake Town,Kolkata","Chinese,Snacks",2,2,227,51,20,11,207,INR,UPI,Delivered,5.0,57.0
6024,2024-05-09 17:54:50,2024-05-09,38262,77992,Thrissur,"Continental,Fast Food",2,2,328,123,0,16,221,INR,Card,Delivered,5.0,33.0
6025,2026-01-12 06:35:05,2026-01-12,71817,510183,"Avadi,Chennai","Beverages,Desserts",1,1,53,19,20,3,57,INR,UPI,Delivered,,36.0
6026,2025-08-17 14:02:02,2025-08-17,63665,193588,"Nanakramguda,Hyderabad","North Indian,Punjabi",4,4,1162,0,15,58,1235,INR,Wallet,Delivered,4.0,33.0
6027,2026-04-04 12:17:06,2026-04-04,77129,172000,Kalaburagi,"American,Fast Food",4,5,1076,0,0,54,1130,INR,Wallet,Delivered,4.0,33.0
6028,2026-03-01 19:23:47,2026-03-01,92882,51817,"Zirakpur,Chandigarh","Healthy Food,Salads",2,2,358,0,20,18,396,INR,Wallet,Delivered,4.0,41.0
6029,2024-01-24 12:43:44,2024-01-24,72773,527670,"Swargate,Pune","Street Food,Indian",2,3,457,0,0,23,480,INR,Wallet,Delivered,4.0,25.0
6030,2026-04-04 19:08:58,2026-04-04,91645,465055,Kottakkal,"American,Pizzas",1,2,200,0,0,10,210,INR,UPI,Delivered,3.0,37.0
6031,2024-12-24 18:37:41,2024-12-24,23342,251009,"Kidderpore,Kolkata","Fast Food,Snacks",1,1,112,0,0,6,118,INR,Card,Delivered,4.0,48.0
6032,2025-03-11 09:57:02,2025-03-11,54836,496967,"Viman Nagar,Pune","Bakery,Sweets",4,6,1360,517,35,68,946,INR,Card,Cancelled,,
6033,2026-01-08 14:52:51,2026-01-08,51067,556568,"Fort Colaba,Mumbai",Bakery,1,1,185,0,20,9,214,INR,Wallet,Cancelled,,
6034,2026-05-15 21:33:05,2026-05-15,70387,458268,"Vadapalani,Chennai","Indian,Chinese",1,1,165,0,0,8,173,INR,UPI,Delivered,5.0,34.0
6035,2026-01-10 17:39:45,2026-01-10,57054,117552,"Naranpura,Ahmedabad","South Indian,Beverages",2,2,570,0,0,28,598,INR,COD,Delivered,5.0,44.0
6036,2025-02-07 21:38:55,2025-02-07,54361,569928,Aurangabad,American,2,2,329,96,15,16,264,INR,Card,Delivered,5.0,23.0
6037,2025-07-25 09:34:10,2025-07-25,67419,324260,"Adyar,Chennai","South Indian,Healthy Food",2,2,259,0,0,13,272,INR,Card,Delivered,5.0,25.0
6038,2024-04-05 13:35:43,2024-04-05,26718,71488,Vellore,"Biryani,North Indian",3,3,719,109,49,36,695,INR,Card,Delivered,,26.0
6039,2025-01-12 14:07:31,2025-01-12,19714,310428,"Powai,Mumbai","Chaat,Chinese",5,6,928,369,15,46,620,INR,NetBanking,Delivered,4.0,47.0
6040,2024-03-15 13:22:44,2024-03-15,97934,405075,"Arekere,Bangalore","American,Snacks",3,3,997,0,15,50,1062,INR,Card,Delivered,,48.0
6041,2024-08-08 20:13:07,2024-08-08,67721,561702,"sohna road,Gurgaon","North Indian,Indian",3,4,773,144,35,39,703,INR,COD,Delivered,5.0,18.0
6042,2026-03-30 11:10:35,2026-03-30,92403,225370,"Mayur Vihar,Delhi","Chinese,North Indian",1,1,166,47,0,8,127,INR,UPI,Delivered,3.0,44.0
6043,2024-12-11 13:59:52,2024-12-11,96686,336960,"Bavdhan,Pune","Chinese,Seafood",2,4,865,279,49,43,678,INR,Wallet,Delivered,4.0,35.0
6044,2024-10-20 13:23:27,2024-10-20,48957,33457,"Purasawalkam,Chennai","Biryani,North Indian",4,5,1318,0,0,66,1384,INR,Card,Delivered,5.0,49.0
6045,2024-01-11 15:37:39,2024-01-11,94589,5622,"Kothrud,Pune","Healthy Food,Salads",2,2,342,0,15,17,374,INR,COD,Delivered,4.0,19.0
6046,2026-02-16 19:59:21,2026-02-16,83295,359619,"Rajouri Garden,Delhi","Fast Food,Snacks",2,3,360,0,0,18,378,INR,UPI,Delivered,5.0,33.0
6047,2025-01-09 12:42:57,2025-01-09,71168,365010,"HSR,Bangalore","Biryani,Tandoor",1,1,100,0,20,5,125,INR,UPI,Cancelled,,
6048,2026-03-12 21:41:38,2026-03-12,55698,253545,"South Chd,Chandigarh",Indian,2,3,1111,0,0,56,1167,INR,COD,Delivered,4.0,32.0
6049,2024-09-02 16:33:25,2024-09-02,22640,542916,"Koramangala,Bangalore","Indian,Beverages",2,4,516,0,35,26,577,INR,NetBanking,Delivered,,17.0
6050,2026-01-24 11:26:03,2026-01-24,84059,13755,"Lake Town,Kolkata","North Indian,Chinese",2,4,201,58,15,10,168,INR,Card,Delivered,5.0,19.0
6051,2026-05-03 22:38:40,2026-05-03,79898,333722,"Sinhgad Road,Pune","Indian,Fast Food",3,3,423,0,20,21,464,INR,UPI,Delivered,3.0,24.0
6052,2025-11-06 15:31:39,2025-11-06,32147,203900,"Miyapur,Hyderabad","Sweets,Beverages",2,2,295,0,49,15,359,INR,Card,Delivered,3.0,37.0
6053,2026-03-28 06:14:20,2026-03-28,34732,445652,"N A D,Vizag",Arabian,2,3,384,0,35,19,438,INR,UPI,Cancelled,,
6054,2026-06-29 17:29:16,2026-06-29,18338,38586,"Rajarhat,Kolkata","Chinese,Indian",2,2,334,89,0,17,262,INR,Card,Delivered,4.0,27.0
6055,2024-04-17 08:14:33,2024-04-17,21985,58649,"Gomti Nagar,Lucknow","Desserts,Beverages",2,3,276,100,15,14,205,INR,UPI,Delivered,3.0,23.0
6056,2025-06-12 18:45:26,2025-06-12,61829,407019,"Kothapet & Dilsukhnagar,Hyderabad","North Indian,Chinese",1,1,346,61,0,17,302,INR,UPI,Delivered,5.0,33.0
6057,2025-04-22 11:20:30,2025-04-22,53548,3642,"Nizampet & Pragathi Nagar,Hyderabad","Sweets,Desserts",2,2,604,81,20,30,573,INR,UPI,Delivered,4.0,33.0
6058,2025-09-22 20:37:48,2025-09-22,74953,432623,Varkala,"Arabian,Biryani",4,4,352,132,0,18,238,INR,UPI,Delivered,,8.0
6059,2025-01-15 11:21:58,2025-01-15,35631,149492,Siliguri,"North Indian,Biryani",1,2,626,0,35,31,692,INR,UPI,Delivered,,40.0
6060,2024-02-14 19:46:30,2024-02-14,2054,456231,"Gomti Nagar,Lucknow","Snacks,Chinese",1,1,164,40,0,8,132,INR,Wallet,Delivered,4.0,34.0
6061,2025-08-14 20:00:36,2025-08-14,53521,565309,"Kothrud,Pune","Healthy Food,Italian",2,2,412,57,15,21,391,INR,Card,Cancelled,,
6062,2025-07-24 20:00:28,2025-07-24,96099,45085,"Gandhinagar,Ahmedabad",Indian,1,1,200,79,0,10,131,INR,UPI,Delivered,4.0,23.0
6063,2025-03-16 18:31:54,2025-03-16,35921,493886,"Tolichowki,Hyderabad","American,Fast Food",3,3,444,86,25,22,405,INR,UPI,Delivered,4.0,29.0
6064,2025-11-09 20:19:14,2025-11-09,23763,31716,"Connaught Place,Delhi","American,Salads",5,5,2563,0,49,128,2740,INR,COD,Delivered,4.0,28.0
6065,2024-05-25 20:29:54,2024-05-25,45380,248608,Khammam,"Desserts,Sweets",1,1,109,0,0,5,114,INR,UPI,Delivered,,19.0
6066,2025-01-23 22:28:15,2025-01-23,88251,189120,Arrah,"North Indian,South Indian",1,1,90,0,20,4,114,INR,UPI,Delivered,5.0,26.0
6067,2025-12-07 14:11:15,2025-12-07,91449,70956,"Akota,Vadodara",Pizzas,2,2,602,0,0,30,632,INR,COD,Delivered,5.0,17.0
6068,2024-05-12 13:57:37,2024-05-12,36055,371817,Kakinada,Continental,3,3,457,0,15,23,495,INR,UPI,Delivered,,11.0
6069,2026-06-08 11:47:17,2026-06-08,69088,380961,"Greater Kailash 2,Delhi","Chinese,Fast Food",1,1,126,0,15,6,147,INR,Wallet,Delivered,3.0,45.0
6070,2025-11-18 20:31:17,2025-11-18,33661,10419,"Kondhwa,Pune","Italian,Pizzas",4,4,2786,0,0,139,2925,INR,UPI,Delivered,5.0,30.0
6071,2026-06-09 21:15:53,2026-06-09,20093,322540,"South Tukoganj,Indore","North Indian,Barbecue",1,1,80,0,15,4,99,INR,Card,Delivered,5.0,11.0
6072,2025-06-21 15:57:06,2025-06-21,87038,27806,"Kalyani Nagar,Pune",Ice Cream,6,6,669,0,49,33,751,INR,UPI,Delivered,5.0,15.0
